Tanoo,坦欧
Chaneya,查尼亚
Oberen,欧贝伦
Finid,芬尼迪
Yarebap,亚勒巴浦
Mandoo,曼铎
Miah,米娅
Peyiri,佩伊利
Kamda,卡姆达
Rayeret,莱耶勒特
Bushemal,布舍马尔
Ardhis,阿尔迪斯
Gasavak,加萨瓦基
Iaokit,艾奥基特
Menri,门利
Chanoun,查浓
Garisas,咖利萨斯
Aphi,埃费
Jakri,贾吉利
Nidupad,尼杜帕德
Zimse,兹姆瑟
Koona,库纳
Munory,蒙诺瑞
Hostakoh,霍斯塔阔
Yooh,尤奥
Jeshideh,杰士德
Hilmar,西玛尔
Kasi,卡茨
Shura,舒尔拉
Mod,莫德
Omam,欧漫
Bersyrim,贝尔希里姆
Sechmaren,瑟西玛伦
Zinoo,息诺
Hiremir,希米尔
Hikansog,西卡恩索
Syrikos,希尔库索
Yebouz,耶博茨
Hapala,哈巴拉
Salah,萨拉赫
Akhmoh,阿克蒙
Jennim,简尼姆
Elmed,厄尔梅德
Shaggoth,沙格特
Ustnia,乌特尼亚
Kooreng,酷热恩
Minin,米宁
Yehnifi,耶尼费
Shemah,舍马尔
Asrios,阿斯里欧斯
Ithar,伊塔尔
Telang,特朗
Lazara,拉扎纳
Zorrabed,左拉贝的
FV-YEA,FV-YEA
J-A5QD,J-A5QD
BI0Y-X,BI0Y-X
SK7-G6,SK7-G6
4-PCHD,4-PCHD
5-3722,5-3722
GQLB-V,GQLB-V
5E-EZC,5E-EZC
9KE-IT,9KE-IT
P-NRD3,P-NRD3
Y-RAW3,Y-RAW3
S-W8CF,S-W8CF
X-41DA,X-41DA
YVSL-2,YVSL-2
5E6I-W,5E6I-W
KIG9-K,KIG9-K
I-CMZA,I-CMZA
H23-B5,H23-B5
A-0IIQ,A-0IIQ
CBY8-J,CBY8-J
E-BYOS,E-BYOS
ETXT-F,ETXT-F
MK-YNM,MK-YNM
2-9Z6V,2-9Z6V
5HN-D6,5HN-D6
E-B957,E-B957
P-H5IY,P-H5IY
4A-6NI,4A-6NI
1M7-RK,1M7-RK
87-1PM,87-1PM
C2-1B5,C2-1B5
JE-VLG,JE-VLG
5ED-4E,5ED-4E
B-U299,B-U299
DN58-U,DN58-U
VAF1-P,VAF1-P
FV1-RQ,FV1-RQ
QT-EBC,QT-EBC
O-F4SN,O-F4SN
CUT-0V,CUT-0V
9-WEMC,9-WEMC
U6R-F9,U6R-F9
L-Z9NB,L-Z9NB
EJ-5X2,EJ-5X2
HXK-J6,HXK-J6
4LNE-M,4LNE-M
DK0-N8,DK0-N8
E0DR-G,E0DR-G
KI2-S3,KI2-S3
CHP-76,CHP-76
T-67F8,T-67F8
58Z-IH,58Z-IH
M-VACR,M-VACR
0B-VOJ,0B-VOJ
J-QOKQ,J-QOKQ
4GSZ-1,4GSZ-1
E-EFAM,E-EFAM
SBEN-Q,SBEN-Q
9-7SRQ,9-7SRQ
VEQ-3V,VEQ-3V
4T-VDE,4T-VDE
D9Z-VY,D9Z-VY
MO-YDG,MO-YDG
42SU-L,42SU-L
RGU1-T,RGU1-T
1GT-MA,1GT-MA
VY-866,VY-866
HB-5L3,HB-5L3
Q-VTWJ,Q-VTWJ
Van,万恩
Shakasi,沙卡斯
Zayi,扎伊
Shirshocin,希尔希茨
Maalna,玛尔纳
Maseera,马瑟拉
Yehaba,耶哈巴
Kenahehab,克纳赫哈布
Gens,基恩斯
Kamih,卡米荷
Hier,希尔
Jasson,贾森
Sadana,萨达纳
Isid,伊斯德
Onanam,欧纳南姆
Udianoor,由迪亚诺
Vehan,维翰
Marmeha,玛么哈
Haimeh,海玫
Avada,埃瓦达
Chibi,赤壁
Mishi,米什
Bazadod,把杂铎德
Pahineh,帕西呐
Fihrneh,费尔勒
Parouz,帕若茨
Edilkam,厄迪坎姆
Hakatiz,哈卡提茨
Khnar,卡纳尔
Ertoo,尤洱杜
Yiratal,伊拉塔
Balas,巴拉斯
Pemsah,佩姆萨
Feshur,费舒尔
Hoseen,霍希恩
Yekh,耶克
Gesh,戈西
Nema,呐玛
Shenda,舍恩达
Rashagh,拉沙葛
Sazilid,萨茨里德
Afrah,埃夫拉
Sota,索塔
Soliara,所里拉
Nielez,捏勒索
Tukanas,图坎纳斯
Fageras,法格拉斯
Ajna,安吉纳
Sheri,希利
Ahraghen,阿拉恒
Nalnifan,纳尼范
Jerhesh,杰尔赫什
Getrenjesa,戈顿杰萨
Shafrak,沙夫拉克
Defsunun,德苏伦
Zazamye,扎赞耶
Yahyerer,亚耶尔
Esubara,尤苏巴拉
Ghekon,戈孔
Vaini,瓦尼
Zaveral,扎维拉尔
Anohel,安罗赫
Soza,索扎
Pserz,瑟茨
Illi,伊利
Keba,克巴
Bapraya,巴普拉亚
Efu,厄夫
Tisot,迪索特
Sakht,萨特
Naga,纳伽
Anath,安特
Omigiav,欧米加
Fobiner,费比尼尔
Huna,湖那
Esaeel,俄萨尔
Karan,卡兰
Nouta,诺塔
Ned,讷德
Hophib,霍夫比
UQ9-3C,UQ9-3C
DCI7-7,DCI7-7
J7YR-1,J7YR-1
PKG4-7,PKG4-7
EWN-2U,EWN-2U
VL3I-M,VL3I-M
KMC-WI,KMC-WI
4-48K1,4-48K1
NTV0-1,NTV0-1
C-HCGU,C-HCGU
XW-2XP,XW-2XP
Q-FEEJ,Q-FEEJ
0P9Z-I,0P9Z-I
AH-B84,AH-B84
JTAU-5,JTAU-5
HB7R-F,HB7R-F
O-JPKH,O-JPKH
F-9F6Q,F-9F6Q
B-GC1T,B-GC1T
V8W-QS,V8W-QS
JRZ-B9,JRZ-B9
X4UV-Z,X4UV-Z
S-B7IT,S-B7IT
BKG-Q2,BKG-Q2
OJ-A8M,OJ-A8M
CX-1XF,CX-1XF
3-TD6L,3-TD6L
Q-NJZ4,Q-NJZ4
NLPB-0,NLPB-0
R4O-I6,R4O-I6
KL3O-J,KL3O-J
Z-K495,Z-K495
XM-4L0,XM-4L0
QCWA-Z,QCWA-Z
52G-NZ,52G-NZ
5LJ-MD,5LJ-MD
B8O-KJ,B8O-KJ
6-O5GY,6-O5GY
KV-8SN,KV-8SN
UB-UQZ,UB-UQZ
YG-82V,YG-82V
8-4GQM,8-4GQM
T-Q2DD,T-Q2DD
LRWD-B,LRWD-B
QXQ-BA,QXQ-BA
X7R-JW,X7R-JW
M-HU4V,M-HU4V
CS-ZGD,CS-ZGD
3-N3OO,3-N3OO
A-G1FM,A-G1FM
4-BE0M,4-BE0M
I-7RIS,I-7RIS
P7Z-R3,P7Z-R3
ZIU-EP,ZIU-EP
LXWN-W,LXWN-W
C-LP3N,C-LP3N
9F-7PZ,9F-7PZ
1G-MJE,1G-MJE
WO-AIJ,WO-AIJ
MA-VDX,MA-VDX
RO90-H,RO90-H
BWI1-9,BWI1-9
C-LBQS,C-LBQS
J52-BH,J52-BH
5-P1Y2,5-P1Y2
KMQ4-V,KMQ4-V
KJ-QWL,KJ-QWL
SVB-RE,SVB-RE
C-4ZOS,C-4ZOS
K-8SQS,K-8SQS
C-VGYO,C-VGYO
O94U-A,O94U-A
XW-JHT,XW-JHT
NEH-CS,NEH-CS
4DTQ-K,4DTQ-K
J9-5MQ,J9-5MQ
D4R-H7,D4R-H7
313I-B,313I-B
EQI2-2,EQI2-2
Q-4DEC,Q-4DEC
3F-JZF,3F-JZF
5-0WB9,5-0WB9
W-4FA9,W-4FA9
1IX-C0,1IX-C0
2B7A-3,2B7A-3
PUWL-4,PUWL-4
Y-1918,Y-1918
9-B1DS,9-B1DS
ME-4IU,ME-4IU
BU-IU4,BU-IU4
I-7JR4,I-7JR4
CH9L-K,CH9L-K
QYZM-W,QYZM-W
3KNA-N,3KNA-N
UD-VZW,UD-VZW
3-YX2D,3-YX2D
V-TN6Q,V-TN6Q
CFLF-P,CFLF-P
QBH5-F,QBH5-F
9-ZFCG,9-ZFCG
J-TPTA,J-TPTA
PMV-G6,PMV-G6
5-IZGE,5-IZGE
OXC-UL,OXC-UL
F-8Y13,F-8Y13
4AZ-J8,4AZ-J8
X6-J6R,X6-J6R
BGN1-O,BGN1-O
DUU1-K,DUU1-K
3L-Y9M,3L-Y9M
BLC-X0,BLC-X0
K-X5AX,K-X5AX
BJD4-E,BJD4-E
TSG-NO,TSG-NO
O9V-R7,O9V-R7
Z-PNIA,Z-PNIA
OCU4-R,OCU4-R
BG-W90,BG-W90
Y-YGMW,Y-YGMW
75C-WN,75C-WN
I5Q2-S,I5Q2-S
PO-3QW,PO-3QW
5XR-KZ,5XR-KZ
VF-FN6,VF-FN6
C-0ND2,C-0ND2
JI-LGM,JI-LGM
U-BXU9,U-BXU9
ZXOG-O,ZXOG-O
NW2S-A,NW2S-A
U-JJEW,U-JJEW
NX5W-U,NX5W-U
U1-C18,U1-C18
6O-XIO,6O-XIO
H65-HE,H65-HE
BJ-ZFD,BJ-ZFD
5ELE-A,5ELE-A
H-P4LB,H-P4LB
2UK4-N,2UK4-N
QK-CDG,QK-CDG
M-CMLV,M-CMLV
AZN-D2,AZN-D2
E-PR0S,E-PR0S
TR07-S,TR07-S
VNGJ-U,VNGJ-U
2-F3OE,2-F3OE
5-LCI7,5-LCI7
Y2-I3W,Y2-I3W
VVO-R6,VVO-R6
CL-J9W,CL-J9W
YHP2-D,YHP2-D
J94-MU,J94-MU
M2GJ-X,M2GJ-X
JO-32L,JO-32L
UB5Z-3,UB5Z-3
MSKR-1,MSKR-1
GPUS-A,GPUS-A
3-BADZ,3-BADZ
23M-PX,23M-PX
UTDH-N,UTDH-N
ZS-2LT,ZS-2LT
DB1R-4,DB1R-4
P8-BKO,P8-BKO
RIT-A7,RIT-A7
R4K-8L,R4K-8L
GHZ-SJ,GHZ-SJ
K-J50B,K-J50B
NLO-3Z,NLO-3Z
5P-AIP,5P-AIP
M-PGT0,M-PGT0
NPD9-A,NPD9-A
D6SK-L,D6SK-L
HYPL-V,HYPL-V
I9-ZQZ,I9-ZQZ
0OYZ-G,0OYZ-G
SWBV-2,SWBV-2
R97-CI,R97-CI
6-ELQP,6-ELQP
OBK-K8,OBK-K8
KJ-V0P,KJ-V0P
ZID-LE,ZID-LE
K-9UG4,K-9UG4
D4-2XN,D4-2XN
2-RSC7,2-RSC7
C0T-77,C0T-77
RL-KT0,RL-KT0
UO9-YG,UO9-YG
ZQP-QV,ZQP-QV
P-NUWP,P-NUWP
ZJQH-S,ZJQH-S
E9G-MT,E9G-MT
TQ-RR8,TQ-RR8
1L-BHT,1L-BHT
D5IW-F,D5IW-F
F-XWIN,F-XWIN
4C-B7X,4C-B7X
LGUZ-1,LGUZ-1
BF-SDP,BF-SDP
F5FO-U,F5FO-U
5WAE-M,5WAE-M
0-WVQS,0-WVQS
0-9UHT,0-9UHT
M-NKZM,M-NKZM
H-M1BY,H-M1BY
J1H-R4,J1H-R4
J9SH-A,J9SH-A
JKJ-VJ,JKJ-VJ
RTX0-S,RTX0-S
33FN-P,33FN-P
NM-OEA,NM-OEA
MT-2VJ,MT-2VJ
3HQC-6,3HQC-6
OX-RGN,OX-RGN
R-OCBA,R-OCBA
GA-2V7,GA-2V7
DB-6W4,DB-6W4
7-692B,7-692B
L3-XYO,L3-XYO
AN-G54,AN-G54
ZXI-K2,ZXI-K2
T-Z6J2,T-Z6J2
CT7-5V,CT7-5V
2JJ-0E,2JJ-0E
B0C-LD,B0C-LD
NP6-38,NP6-38
G-YT55,G-YT55
IZ-AOB,IZ-AOB
G5-EN3,G5-EN3
W-Z3HW,W-Z3HW
W2F-ZH,W2F-ZH
BMU-V1,BMU-V1
ZXC8-1,ZXC8-1
LBV-Q1,LBV-Q1
Z-40CG,Z-40CG
O-RIDF,O-RIDF
A-5M31,A-5M31
BOE7-P,BOE7-P
E-GCX0,E-GCX0
VBFC-8,VBFC-8
YVA-F0,YVA-F0
0D-CHA,0D-CHA
A2V6-6,A2V6-6
VJ0-81,VJ0-81
XF-TQL,XF-TQL
4-EP12,4-EP12
YZS5-4,YZS5-4
3WE-KY,3WE-KY
IR-WT1,IR-WT1
9-VO0Q,9-VO0Q
A8-XBW,A8-XBW
PNQY-Y,PNQY-Y
RP2-OQ,RP2-OQ
YVBE-E,YVBE-E
BYXF-Q,BYXF-Q
AC2E-3,AC2E-3
C-C99Z,C-C99Z
CL-BWB,CL-BWB
R3W-XU,R3W-XU
E-BWUU,E-BWUU
Y-1W01,Y-1W01
9R4-EJ,9R4-EJ
SPLE-Y,SPLE-Y
Q-XEB3,Q-XEB3
K8L-X7,K8L-X7
5-D82P,5-D82P
8ESL-G,8ESL-G
JGOW-Y,JGOW-Y
APM-6K,APM-6K
RE-C26,RE-C26
AL8-V4,AL8-V4
KCT-0A,KCT-0A
N2-OQG,N2-OQG
OW-TPO,OW-TPO
9O-ORX,9O-ORX
IGE-RI,IGE-RI
Z9PP-H,Z9PP-H
7-8S5X,7-8S5X
EI-O0O,EI-O0O
7X-02R,7X-02R
D2AH-Z,D2AH-Z
J5A-IX,J5A-IX
B17O-R,B17O-R
6F-H3W,6F-H3W
H-NPXW,H-NPXW
L-1SW8,L-1SW8
U-SOH2,U-SOH2
DBRN-Z,DBRN-Z
00GD-D,00GD-D
C1XD-X,C1XD-X
G95F-H,G95F-H
B32-14,B32-14
C-N4OD,C-N4OD
CHA2-Q,CHA2-Q
UAYL-F,UAYL-F
ESC-RI,ESC-RI
671-ST,671-ST
A-HZYL,A-HZYL
H-S80W,H-S80W
Z30S-A,Z30S-A
6VDT-H,6VDT-H
NDH-NV,NDH-NV
QV28-G,QV28-G
15U-JY,15U-JY
NY6-FH,NY6-FH
XJP-Y7,XP-Y7
AV-VB6,AV-VB6
HMF-9D,HMF-9D
7BX-6F,7BX-6F
YZ-LQL,YZ-LQL
MN5N-X,MN5N-X
A-1CON,A-1CON
75FA-Z,75FA-Z
WY-9LL,WY-9LL
D-Q04X,D-Q04X
Serpentis Prime,天蛇首星
P5-EFH,P5-EFH
L-A5XP,L-A5XP
D4KU-5,D4KU-5
YRNJ-8,YRNJ-8
3ZTV-V,3ZTV-V
9D6O-M,9D6O-M
LIWW-P,LIWW-P
G-UTHL,G-UTHL
38IA-E,38IA-E
M-KXEH,M-KXEH
TU-Y2A,TU-Y2A
7BIX-A,7BIX-A
I-CUVX,I-CUVX
J-RQMF,J-RQMF
TEG-SD,TEG-SD
14YI-D,14YI-D
87XQ-0,87XQ-0
LJ-TZW,LJ-TZW
KVN-36,KVN-36
57-KJB,57-KJB
V6-NY1,V6-NY1
OL3-78,OL3-78
9DQW-W,9DQW-W
PXF-RF,PXF-RF
R-BGSU,R-BGSU
O-PNSN,O-PNSN
1-5GBW,1-5GBW
C-FER9,C-FER9
F2-2C3,F2-2C3
F-88PJ,F-88PJ
ATQ-QS,ATQ-QS
XUW-3X,XUW-3X
006-L3,006-L3
PB-0C1,PB-0C1
ZUE-NS,ZUE-NS
L7-APB,L7-APB
ZTS-4D,ZTS-4D
4HS-CR,4HS-CR
WMH-SO,WMH-SO
LBGI-2,LBGI-2
G1CA-Y,G1CA-Y
Y-2ANO,Y-2ANO
Z-YN5Y,Z-YN5Y
JI-K5H,JI-K5H
33-JRO,33-JRO
ARBX-9,ARBX-9
5-CSE3,5-CSE3
O-MCZR,O-MCZR
9T-APQ,9T-APQ
4Y-OBL,4Y-OBL
0-MX34,0-MX34
5AQ-5H,5AQ-5H
T-ZFID,T-ZFID
0ZN7-G,0ZN7-G
H8-ZTO,H8-ZTO
YV-FDG,YV-FDG
LUL-WX,LUL-WX
8Q-UYU,8Q-UYU
3PPT-9,3PPT-9
S-KU8B,S-KU8B
JK-GLL,JK-GLL
UAAU-C,UAAU-C
HHJD-5,HHJD-5
ZWV-GD,ZWV-GD
1DDR-X,1DDR-X
LG-WA9,LG-WA9
AA-GWF,AA-GWF
O4T-Z5,O4T-Z5
O-97ZG,O-97ZG
2I-520,2I-520
GQ2S-8,GQ2S-8
0SUF-3,0SUF-3
G-M4GK,G-M4GK
G1D0-G,G1D0-G
KU3-BB,KU3-BB
O1Q-P1,O1Q-P1
LD-2VL,LD-2VL
ZBY-0I,ZBY-0I
MP5-KR,MP5-KR
O-N589,O-N589
ZDYA-G,ZDYA-G
LX5K-W,LX5K-W
UHKL-N,UHKL-N
Z3V-1W,Z3V-1W
A-ELE2,A-ELE2
KFIE-Z,KFIE-Z
1DH-SX,1DH-SX
PR-8CA,PR-8CA
NOL-M9,NOL-M9
O-IOAI,O-IOAI
QX-LIJ,QX-LIJ
HM-XR2,HM-XR2
4K-TRB,4K-TRB
AJI-MA,AJI-MA
FWST-8,FWST-8
YZ9-F6,YZ9-F6
0N-3RO,0N-3RO
G-TT5V,G-TT5V
319-3D,319-3D
I3Q-II,I3Q-II
RF-K9W,RF-K9W
E3OI-U,E3OI-U
IP6V-X,IP6V-X
R5-MM8,R5-MM8
1B-VKF,1B-VKF
T-J6HT,T-J6HT
D-W7F0,D-W7F0
JP4-AA,JP4-AA
FM-JK5,FM-JK5
PDE-U3,PDE-U3
23G-XC,23G-XC
T5ZI-S,T5ZI-S
4X0-8B,4X0-8B
Q-HESZ,Q-HESZ
1-SMEB,1-SMEB
M5-CGW,M5-CGW
6Q-R50,6Q-R50
ZA9-PY,ZA9-PY
RCI-VL,RCI-VL
MJXW-P,MJXW-P
QC-YX6,QC-YX6
T-M0FA,T-M0FA
4O-239,4O-239
LUA5-L,LUA5-L
T-IPZB,T-IPZB
Q-JQSG,Q-JQSG
D-3GIQ,D-3GIQ
K-6K16,K-6K16
QY6-RK,QY6-RK
W-KQPI,W-KQPI
PUIG-F,PUIG-F
J-LPX7,J-LPX7
0-HDC8,0-HDC8
F-TE1T,F-TE1T
SVM-3K,SVM-3K
1DQ1-A,1DQ1-A
8WA-Z6,8WA-Z6
5BTK-M,5BTK-M
N-8YET,N-8YET
Y-OMTZ,Y-OMTZ
3-DMQT,3-DMQT
MO-GZ5,MO-GZ5
39P-1J,39P-1J
HZAQ-W,HZAQ-W
7G-QIG,7G-QIG
NIDJ-K,NIDJ-K
PS-94K,PS-94K
8RQJ-2,8RQJ-2
KEE-N6,KEE-N6
M2-XFE,M2-XFE
5-CQDA,5-CQDA
I-E3TG,I-E3TG
S-6HHN,S-6HHN
ZXB-VC,ZXB-VC
GY6A-L,GY6A-L
UEXO-Z,UEXO-Z
9O-8W1,9O-8W1
8F-TK3,8F-TK3
PF-KUQ,PF-KUQ
N8D9-Z,N8D9-Z
F-9PXR,F-9PXR
Y5C-YD,Y5C-YD
31X-RE,31X-RE
Q-02UL,Q-02UL
7UTB-F,7UTB-F
5-6QW7,5-6QW7
7-K6UE,7-K6UE
C6Y-ZF,C6Y-ZF
6Z-CKS,6Z-CKS
G-M5L3,G-M5L3
KBAK-I,KBAK-I
M-SRKS,M-SRKS
9GNS-2,9GNS-2
YAW-7M,YAW-7M
C3N-3S,C3N-3S
CX8-6K,CX8-6K
LWX-93,LWX-93
1-2J4P,1-2J4P
M0O-JG,M0O-JG
WB-AYY,WB-AYY
BW-WJ2,BW-WJ2
S4-9DN,S4-9DN
DT-PXH,DT-PXH
UALX-3,UALX-3
3L3N-X,3L3N-X
Y-ORBJ,Y-ORBJ
6-IAFR,6-IAFR
4-P4FE,4-P4FE
RH0-EG,RH0-EG
D-9UEV,D-9UEV
H-HWQR,H-HWQR
QRBN-M,QRBN-M
78R-PI,78R-PI
ZD1-Z2,ZD1-Z2
C-FD0D,C-FD0D
S-9RCJ,S-9RCJ
ZMV9-A,ZMV9-A
FE-6YQ,FE-6YQ
W-16DY,W-16DY
M-4KDB,M-4KDB
C3-0YD,C3-0YD
PDF-3Z,PDF-3Z
9-MJVQ,9-MJVQ
L2GN-K,L2GN-K
4-IT9G,4-IT9G
PEK-8Z,PEK-8Z
2PG-KN,2PG-KN
ABE-M2,ABE-M2
IL-YTR,IL-YTR
KW-OAM,KW-OAM
U2U5-A,U2U5-A
EQWO-Y,EQWO-Y
JK-Q77,JK-Q77
QI9-42,QI9-42
YF-P4X,YF-P4X
JI1-SY,JI1-SY
X-1QGA,X-1QGA
CCE-0J,CCE-0J
T2-V8F,T2-V8F
0VK-43,0VK-43
TY2X-C,TY2X-C
Q0G-L8,Q0G-L8
Q5KZ-W,Q5KZ-W
WE-KK2,WE-KK2
B8HU-Z,B8HU-Z
16AM-3,16AM-3
A-REKV,A-REKV
BB-EKF,BB-EKF
DZ6-I5,DZ6-I5
R-XDKM,R-XDKM
G1-0UI,G1-0UI
QCDG-H,QCDG-H
XUDX-A,XUDX-A
QLU-P0,QLU-P0
OQTY-Z,OQTY-Z
Y-EQ0C,Y-EQ0C
7M4C-F,7M4C-F
MS1-KJ,MS1-KJ
8-BEW8,8-BEW8
NZW-ZO,NZW-ZO
WSK-1A,WSK-1A
5-NZNW,5-NZNW
NR8S-Y,NR8S-Y
F-ZBO0,F-ZBO0
3Q1T-O,3Q1T-O
8-4KME,8-4KME
T6GY-Y,T6GY-Y
R1-IMO,R1-IMO
7KIK-H,7KIK-H
B-6STA,B-6STA
0P-U0Q,0P-U0Q
XGH-SH,XGH-SH
G-D0N3,G-D0N3
T-AKQZ,T-AKQZ
46DP-O,46DP-O
9-980U,9-980U
EMIG-F,EMIG-F
M-RPN3,M-RPN3
ZO-P5K,ZO-P5K
JV1V-O,JV1V-O
9MWZ-B,9MWZ-B
LS-QLX,LS-QLX
S-XZHU,S-XZHU
CO-7BI,CO-7BI
ZJG-7D,ZJG-7D
C-WPWH,C-WPWH
VULA-I,VULA-I
R2TJ-1,R2TJ-1
G-B3PR,G-B3PR
73-JQO,73-JQO
XPUM-L,XPUM-L
KR8-27,KR8-27
LQ-AHE,LQ-AHE
LOI-L1,LOI-L1
Y-MSJN,Y-MSJN
MJ-X5V,MJ-X5V
3FKU-H,3FKU-H
M9-FIB,M9-FIB
D2EZ-X,D2EZ-X
DJK-67,DJK-67
AXDX-F,AXDX-F
J-4FNO,J-4FNO
PEM-LC,PEM-LC
X-EHHD,X-EHHD
6T3I-L,6T3I-L
QSF-EJ,QSF-EJ
L-AS00,L-AS00
NZPK-G,NZPK-G
K-1OY3,K-1OY3
MMUF-8,MMUF-8
99-0GS,99-0GS
X-3AUU,X-3AUU
H90-C9,H90-C9
0DD-MH,0DD-MH
RI-JB1,RI-JB1
NQH-MR,NQH-MR
1I6F-9,1I6F-9
Z-7OK1,Z-7OK1
UEP0-A,UEP0-A
66-PMM,66-PMM
OKEO-X,OKEO-X
7-8EOE,7-8EOE
7L9-ZC,7L9-ZC
L-YMYU,L-YMYU
35-JWD,35-JWD
F-M1FU,F-M1FU
0-NTIS,0-NTIS
VR-YIQ,VR-YIQ
XZ-SKZ,XZ-SKZ
I6M-9U,I6M-9U
MG0-RD,MG0-RD
TPAR-G,TPAR-G
VYO-68,VYO-68
TCAG-3,TCAG-3
UR-E46,UR-E46
CW9-1Y,CW9-1Y
1-NJLK,1-NJLK
Y-CWQY,Y-CWQY
8KR9-5,8KR9-5
VQE-CN,VQE-CN
L5D-ZL,L5D-ZL
G-C8QO,G-C8QO
EIMJ-M,EIMJ-M
0A-KZ0,0A-KZ0
E-DOF2,E-DOF2
48I1-X,48I1-X
0OTX-J,0OTX-J
3OP-3E,3OP-3E
JZL-VB,JZL-VB
RJ3H-0,RJ3H-0
08S-39,08S-39
ZU-MS3,ZU-MS3
HIX4-H,HIX4-H
GR-J8B,GR-J8B
OY0-2T,OY0-2T
E2-RDQ,E2-RDQ
TN25-J,TN25-J
PA-VE3,PA-VE3
G-Q5JU,G-Q5JU
RYQC-I,RYQC-I
1E-W5I,1E-W5I
Z-M5A1,Z-M5A1
MVUO-F,MVUO-F
Luminaire,泛光之源
Mies,米尔斯
Oursulaert,奥苏拉尔特
Renyn,伦因
Duripant,杜利潘特
Algogille,埃戈吉勒
Caslemon,卡瑟蒙
Jolevier,乔勒韦尔
Mesybier,美希比尔
Charmerout,查莫罗特
Yvangier,耶万基尔
Pemene,佩门勒
Heydieles,希迭勒斯
Fliet,弗列特
Actee,埃克提
Indregulle,印卓古勒
Amane,安玛尼
Abune,埃布尼
Deven,德温
Estaunitte,伊斯塔尼特
Deninard,德妮娜的
Hulmate,胡尔马特
Annages,安纳格斯
Onne,欧尼
Vitrauze,维查乌得
Palmon,帕尔蒙
Villore,维洛勒
Arant,阿冉特
Allamotte,厄拉莫特
Obalyu,欧宝耶
Vifrevaert,维佛瓦特
Parts,帕特斯
Ladistier,拉底赛迪尔
Old Man Star,老人星
Arnon,阿尔蒙
Laurvier,劳韦尔
Adirain,埃迪瑞恩
Attyn,阿泰恩
Ignebaener,伊杰巴尼尔
Aere,埃尔勒
Lisbaetanne,里斯巴塔尼
Aeschee,耶舒尔
Allebin,阿勒宾
Atlulle,阿特鲁勒
Droselory,卓瑟罗瑞
Haine,海勒
Perckhevin,佩尔克希文
Isenan,伊瑟南
Synchelle,希恩彻尔
Wysalan,维萨兰
Yona,尤纳
Noghere,诺格希尔
Aporulie,阿波鲁列
Seyllin,瑟伊林
Adrel,埃卓尔
Ane,安尼
Clorteler,克洛特勒
Atlangeins,亚特兰杰斯
Derririntel,德瑞林特
Cat,卡特
Ommare,欧玛尔
Andole,安多勒
Vale,瓦勒
Fensi,芬斯
Nebian,勒比亚
Khabara,卡巴拉
Jeni,杰尼
Bridi,布里迪
Ami,安米
Amdonen,安姆多尼
Mora,魔纳
Kor-Azor Prime,柯埃佐首星
Leva,勒瓦
Nishah,尼沙尔
Masanuh,马萨努
Sehmy,瑟米
Nakregde,纳奎格德
Danyana,丹亚娜
Nahyeen,纳伊恩
Jinkah,金喀
Nibainkier,尼拜恩界
Polfaly,包法利
Andrub,安朱比
Kulu,库鲁
Choga,查欧加
Soumi,索欧米
Imih,伊米尔
Nare,纳勒
Zinkon,金科恩
Kizama,基扎马
Shaha,莎赫
Neesher,尼什尔
Misha,米厦
Ordion,欧尔迪恩
Perbhe,佩布赫
Abath,埃巴特
Schmaeel,歇玛耶尔
Mafra,马弗拉
Arzi,阿尔兹
Kerying,克里因
Zorenyen,佐仑耶恩
Oguser,欧古瑟尔
Nahol,纳霍尔
Tadadan,塔达丹
Tralasa,查拉斯
Gademam,加德曼
Pananan,帕纳南
Daran,达然
Latari,拉达里
Shokal,雪喀
Atarli,爱塔利
Keproh,科坡罗
Zatamaka,扎塔马卡
Rannoze,兰诺泽
Piri,皮惹
Enal,恩纳
Jedandan,杰丹达恩
Miroona,米罗纳
Ranni,阮妮
Arza,阿尔察
Liparer,利帕尔
B-B0ME,B-B0ME
TDP-T3,TDP-T3
H-HGGJ,H-HGGJ
OJT-J3,OJT-J3
A9-F18,A9-F18
DE-IHK,DE-IHK
AY9X-Q,AY9X-Q
XU7-CH,XU7-CH
2V-ZHM,2V-ZHM
V-3K7C,V-3K7C
AK-L0Z,AK-L0Z
R-AG7W,R-AG7W
E-WMT7,E-WMT7
FLK-LJ,FLK-LJ
0FG-KS,0FG-KS
F-5WYK,F-5WYK
EF-QZK,EF-QZK
RZ3O-K,RZ3O-K
LW-YEW,LW-YEW
HB-KSF,HB-KSF
EH2I-P,EH2I-P
OP7-BP,OP7-BP
5ZU-VG,5ZU-VG
6-1T6Z,6-1T6Z
R-AYGT,R-AYGT
G-GRSZ,G-GRSZ
6-8QLA,6-8QLA
5T-A3D,5T-A3D
H-FOYG,H-FOYG
1A8-6G,1A8-6G
PE-SAM,PE-SAM
RY-2FX,RY-2FX
K-3PQW,K-3PQW
4-M1TY,4-M1TY
C6CG-W,C6CG-W
H-29TM,H-29TM
KOI8-Z,KOI8-Z
D-QJR9,D-QJR9
U4-V3J,U4-V3J
B9N2-2,B9N2-2
6Q4-X6,6Q4-X6
BEG-RL,BEG-RL
972C-1,972C-1
U-W436,U-W436
Z-ENUD,Z-ENUD
MJ-5F9,MJ-5F9
M5NO-B,M5NO-B
JZ-UQC,JZ-UQC
